freq,stk_flow,siec,unit,geo\TIME_PERIOD	2008-01 	2008-02 	2008-03 	2008-04 	2008-05 	2008-06 	2008-07 	2008-08 	2008-09 	2008-10 	2008-11 	2008-12 	2009-01 	2009-02 	2009-03 	2009-04 	2009-05 	2009-06 	2009-07 	2009-08 	2009-09 	2009-10 	2009-11 	2009-12 	2010-01 	2010-02 	2010-03 	2010-04 	2010-05 	2010-06 	2010-07 	2010-08 	2010-09 	2010-10 	2010-11 	2010-12 	2011-01 	2011-02 	2011-03 	2011-04 	2011-05 	2011-06 	2011-07 	2011-08 	2011-09 	2011-10 	2011-11 	2011-12 	2012-01 	2012-02 	2012-03 	2012-04 	2012-05 	2012-06 	2012-07 	2012-08 	2012-09 	2012-10 	2012-11 	2012-12 	2013-01 	2013-02 	2013-03 	2013-04 	2013-05 	2013-06 	2013-07 	2013-08 	2013-09 	2013-10 	2013-11 	2013-12 	2014-01 	2014-02 	2014-03 	2014-04 	2014-05 	2014-06 	2014-07 	2014-08 	2014-09 	2014-10 	2014-11 	2014-12 	2015-01 	2015-02 	2015-03 	2015-04 	2015-05 	2015-06 	2015-07 	2015-08 	2015-09 	2015-10 	2015-11 	2015-12 	2016-01 	2016-02 	2016-03 	2016-04 	2016-05 	2016-06 	2016-07 	2016-08 	2016-09 	2016-10 	2016-11 	2016-12 	2017-01 	2017-02 	2017-03 	2017-04 	2017-05 	2017-06 	2017-07 	2017-08 	2017-09 	2017-10 	2017-11 	2017-12 	2018-01 	2018-02 	2018-03 	2018-04 	2018-05 	2018-06 	2018-07 	2018-08 	2018-09 	2018-10 	2018-11 	2018-12 	2019-01 	2019-02 	2019-03 	2019-04 	2019-05 	2019-06 	2019-07 	2019-08 	2019-09 	2019-10 	2019-11 	2019-12 	2020-01 	2020-02 	2020-03 	2020-04 	2020-05 	2020-06 	2020-07 	2020-08 	2020-09 	2020-10 	2020-11 	2020-12 	2021-01 	2021-02 	2021-03 	2021-04 	2021-05 	2021-06 	2021-07 	2021-08 	2021-09 	2021-10 	2021-11 	2021-12 	2022-01 	2022-02 	2022-03 	2022-04 	2022-05 	2022-06 	2022-07 	2022-08 	2022-09 	2022-10 	2022-11 	2022-12 	2023-01 	2023-02 	2023-03 	2023-04 	2023-05 	2023-06 	2023-07 	2023-08 	2023-09 	2023-10 	2023-11 	2023-12 	2024-01 	2024-02 
M,STKCL_NAT,G3000,TJ_GCV,SK	52195.000 	49555.000 	47710.000 	49384.000 	59565.000 	62895.000 	65309.000 	67384.000 	67893.000 	67053.000 	60612.000 	53973.000 	45187.000 	36809.000 	30335.000 	29952.000 	46428.000 	58616.000 	62664.000 	71455.000 	79386.000 	83075.000 	78755.000 	75856.000 	65960.000 	53284.000 	40957.000 	30378.000 	38757.000 	50966.000 	59651.000 	67598.000 	78739.000 	78801.000 	77912.000 	80219.000 	61784.000 	46663.000 	39826.000 	38674.000 	56624.000 	75156.000 	90197.000 	106032.000 	110815.000 	110727.000 	104165.000 	95116.000 	81465.000 	58661.000 	51590.000 	44482.000 	54105.000 	67172.000 	81631.000 	100228.000 	109973.000 	111461.000 	98436.000 	80963.000 	57744.000 	38357.000 	15426.000 	1692.000 	6180.000 	29278.000 	46280.000 	65409.000 	89877.000 	98889.000 	83105.000 	75872.000 	61404.000 	48415.000 	46947.000 	54884.000 	72531.000 	88977.000 	105243.000 	119862.000 	123954.000 	124810.000 	112136.000 	89053.000 	67583.000 	43481.000 	27357.000 	18365.000 	26450.000 	40465.000 	58089.000 	76070.000 	88161.000 	98943.000 	93497.000 	84993.000 	60247.000 	39507.000 	33786.000 	41577.000 	60251.000 	80519.000 	102981.000 	121973.000 	124593.000 	121010.000 	100190.000 	74611.000 	85871.000 	73667.000 	67554.000 	75169.000 	89572.000 	105383.000 	113525.000 	137038.000 	156025.000 	159048.000 	151436.000 	122799.000 	95759.000 	67945.000 	50317.000 	57819.000 	68138.000 	77292.000 	87221.000 	106082.000 	115779.000 	124201.000 	124147.000 	110608.000 	87924.000 	77013.000 	81569.000 	97823.000 	123621.000 	147852.000 	164094.000 	168240.000 	168551.000 	172339.000 	170805.000 	167245.000 	141636.052 	130966.333 	124785.648 	127946.871 	139841.232 	145065.839 	156348.131 	159807.420 	166303.719 	162823.004 	154384.704 	140835.337 	103961.433 	75195.984 	70309.012 	67229.262 	75157.405 	90443.088 	98878.278 	106209.878 	109523.901 	107886.942 	98503.875 	71789.890 	53974.477 	44056.262 	45818.972 	48167.554 	73677.189 	98500.648 	113219.125 	129238.737 	142573.377 	160951.377 	159726.681 	139718.741 	131839.858 	125455.177 	118628.368 	120705.459 	133267.707 	148558.330 	161773.636 	172157.306 	173398.381 	175462.075 	166114.148 	151184.832 	140698.664 	137568.952 
M,STKCL_NAT,G3000,TJ_GCV,TR	14412.000 	15788.000 	13277.000 	16044.000 	16499.000 	16029.000 	17421.000 	16478.000 	16236.000 	16401.000 	16925.000 	16420.000 	16219.000 	14521.000 	18001.000 	16657.000 	16465.000 	14172.000 	16730.000 	17167.000 	84641.000 	86958.000 	88791.000 	80913.000 	66896.000 	56950.000 	50926.000 	50711.000 	48895.000 	61708.000 	60215.000 	64914.000 	55765.000 	69534.000 	84390.000 	78699.000 	62837.000 	44246.000 	36409.000 	39920.000 	55614.000 	70828.000 	68396.000 	73697.000 	71267.000 	69928.000 	61948.000 	49608.000 	33042.000 	12275.000 	12877.000 	26682.000 	44945.000 	59426.000 	68198.000 	76634.000 	91217.000 	93333.000 	96276.000 	75841.000 	55154.000 	51963.000 	42933.000 	46451.000 	64306.000 	69462.000 	76294.000 	84724.000 	94917.000 	94892.000 	79888.000 	57204.000 	43553.000 	29542.000 	29124.000 	45856.000 	62314.000 	68181.000 	73710.000 	81249.000 	91766.000 	94283.000 	80204.000 	67855.000 	50718.000 	31521.000 	22949.000 	13667.000 	24694.000 	35511.000 	50048.000 	61173.000 	79068.000 	91062.000 	101928.000 	81463.000 	65444.000 	48811.000 	33890.000 	45653.000 	56917.000 	68480.000 	81413.000 	85588.000 	106237.000 	108039.000 	87562.000 	65145.000 	45505.000 	35388.000 	37610.000 	39288.000 	61724.000 	81148.000 	87199.000 	103325.000 	110711.000 	122345.000 	101078.000 	112934.000 	101333.000 	105032.000 	110646.000 	115752.000 	105656.000 	124221.000 	122210.000 	124321.000 	123760.000 	124280.000 	128816.000 	120505.000 	104460.000 	82935.000 	64244.000 	56534.000 	60523.000 	78692.000 	87555.000 	106935.000 	123967.000 	132748.000 	132228.000 	118568.000 	85710.560 	73333.530 	60704.330 	54514.250 	82368.160 	63228.580 	73854.330 	93115.490 	107819.630 	124890.960 	113444.620 	109243.170 	88852.030 	100038.170 	69269.340 	77793.510 	90967.720 	99835.550 	106922.550 	103160.380 	109674.610 	105028.270 	92440.360 	73320.370 	58016.800 	63792.510 	35593.050 	50822.900 	77595.530 	104372.010 	129004.180 	142234.840 	149265.070 	146256.550 	202086.200 	204331.160 	181735.220 	170915.510 	161187.450 	166104.840 	179011.450 	188005.220 	193175.500 	201414.690 	208871.712 	206295.385 	204424.962 	208465.690 	199957.835 	205447.449 
M,STKCL_NAT,G3000,TJ_GCV,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	636455.000 	558644.000 	563345.000 	577417.000 	597764.000 	608653.000 	633691.000 	658449.000 	682714.000 	685028.000 	651951.000 	598042.000 	539802.000 	469690.000 	410953.000 	400840.000 	421082.000 	452711.000 	498831.000 	557320.000 	600888.000 	602764.000 	564708.000 	491237.000 	414820.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,STKCL_NAT,G3000,TJ_GCV,UK	166681.000 	127935.000 	113866.000 	131279.000 	201994.000 	202682.000 	203103.000 	203441.000 	209403.000 	230657.000 	227925.000 	204895.000 	142929.000 	120612.000 	133147.000 	161933.000 	191982.000 	212876.000 	230632.000 	240975.000 	244424.000 	250605.000 	250871.000 	222449.000 	160485.000 	116350.000 	105240.000 	129198.000 	153138.000 	183839.000 	130050.000 	147074.000 	154796.000 	154764.000 	138229.000 	83180.000 	61826.000 	49486.000 	58208.000 	93499.000 	116406.000 	135227.000 	157720.000 	160175.000 	171788.000 	171709.000 	171853.000 	156107.000 	132545.000 	81776.000 	105854.000 	92794.000 	109725.000 	135463.000 	157054.000 	174391.000 	167316.000 	176057.000 	171464.000 	151358.000 	102887.000 	38358.000 	9160.000 	30514.000 	54655.000 	101886.000 	128302.000 	151492.000 	154807.000 	175334.000 	168483.000 	156475.000 	129530.000 	100949.000 	94538.000 	111824.000 	128647.000 	159697.000 	174853.000 	181202.000 	184250.000 	188736.000 	178664.000 	159466.000 	110287.000 	56744.000 	37018.000 	27879.000 	41386.000 	73471.000 	115824.000 	146809.000 	146948.000 	158747.000 	160269.000 	158503.000 	106513.000 	65983.000 	45502.000 	32890.000 	52121.000 	79673.000 	96029.000 	96730.000 	98730.000 	101165.000 	96062.000 	88326.000 	56279.000 	47883.000 	38807.000 	23241.000 	21533.000 	32832.000 	40954.000 	45670.000 	34551.000 	51468.000 	48740.000 	38307.000 	42685.000 	29142.000 	9714.000 	15307.000 	16334.000 	26424.000 	35109.000 	44949.000 	35113.000 	50140.000 	51636.000 	54182.000 	46096.000 	33920.000 	25161.000 	58320.000 	62735.000 	67279.000 	85186.000 	86894.000 	94890.000 	92767.000 	86670.000 	92121.437 	49008.978 	19684.761 	24463.489 	61549.395 	82397.023 	90994.788 	109060.811 	115252.374 	99371.239 	126216.386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,STKCL_NAT,G3000,TJ_GCV,XK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
M,STKOP_ABR,G3000,MIO_M3,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
M,STKOP_ABR,G3000,MIO_M3,AT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,BE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: z	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	0.000 n	0.000 n	0.000 n	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	98.000 	112.012 	48.498 	40.115 	74.226 	158.014 	210.101 	172.912 	305.285 	201.751 	187.209 	149.199 	197.619 	130.417 	80.115 	64.064 	67.391 	86.948 	117.359 	139.286 	71.915 	89.212 	112.526 	101.881 	134.945 	89.056 	54.707 	43.746 	12.622 	182.114 	206.086 	180.864 	182.861 	139.977 	147.800 	10.002 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
M,STKOP_ABR,G3000,MIO_M3,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 
M,STKOP_ABR,G3000,MIO_M3,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,EL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	97.350 	82.350 	61.190 	40.110 	21.050 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
M,STKOP_ABR,G3000,MIO_M3,ES	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: z	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 
