Month,Albania->Italy,Algeria->Spain,Algeria->Tunisia,Austria->Germany,Austria->Hungary,Austria->Italy,Austria->Slovak Republic,Austria->Slovenia,Austria->Switzerland,Belarus->Lithuania,Belarus->Poland,Belgium->France,Belgium->Germany,Belgium->Luxembourg,Belgium->Netherlands,Belgium->United Kingdom,Bulgaria->Greece,Bulgaria->North Macedonia,Bulgaria->Republic of Türkiye,Bulgaria->Romania,Bulgaria->Serbia,Croatia->Hungary,Croatia->Italy,Croatia->Liquefied Natural Gas,Croatia->Slovenia,Czech Republic->Austria,Czech Republic->Germany,Czech Republic->Poland,Czech Republic->Slovak Republic,Denmark->Germany,Denmark->Netherlands,Denmark->Poland,Denmark->Sweden,Estonia->Finland,Estonia->Latvia,Finland->Estonia,Finland->Liquefied Natural Gas,France->Belgium,France->Spain,France->Switzerland,Georgia->Republic of Türkiye,Germany->Austria,Germany->Belgium,Germany->Czech Republic,Germany->Denmark,Germany->France,Germany->Luxembourg,Germany->Netherlands,Germany->Poland,Germany->Switzerland,Greece->Albania,Greece->Bulgaria,Greece->Liquefied Natural Gas,Hungary->Austria,Hungary->Croatia,Hungary->Romania,Hungary->Serbia,Hungary->Slovak Republic,Hungary->Ukraine,"Iran, Islamic Republic->Republic of Türkiye",Italy->Albania,Italy->Austria,Italy->Slovenia,Italy->Switzerland,Latvia->Estonia,Latvia->Lithuania,Latvia->Russia,Libya->Italy,Liquefied Natural Gas->Belgium,Liquefied Natural Gas->Croatia,Liquefied Natural Gas->Finland,Liquefied Natural Gas->France,Liquefied Natural Gas->Greece,Liquefied Natural Gas->Italy,Liquefied Natural Gas->Lithuania,Liquefied Natural Gas->Netherlands,Liquefied Natural Gas->Poland,Liquefied Natural Gas->Portugal,Liquefied Natural Gas->Republic of Türkiye,Liquefied Natural Gas->Spain,Liquefied Natural Gas->United Kingdom,Lithuania->Latvia,Lithuania->Poland,Lithuania->Russia,Morocco->Spain,Netherlands->Belgium,Netherlands->Germany,Netherlands->Norway,Netherlands->United Kingdom,North Macedonia->Bulgaria,Norway->Belgium,Norway->Denmark,Norway->France,Norway->Germany,Norway->Liquefied Natural Gas,Norway->Netherlands,Norway->United Kingdom,Not Elsewhere Specified->Ukraine,Poland->Germany,Poland->Lithuania,Poland->Slovak Republic,Poland->Ukraine,Portugal->Spain,Republic of Türkiye->Bulgaria,Republic of Türkiye->Greece,Republic of Türkiye->Liquefied Natural Gas,Republic of Türkiye->North Macedonia,Romania->Bulgaria,Romania->Hungary,Romania->Moldova Republic,Romania->Ukraine,Russia->Estonia,Russia->Finland,Russia->Germany,Russia->Latvia,Russia->Republic of Türkiye,Russia->Ukraine,Serbia->Bulgaria,Serbia->Hungary,Slovak Republic->Austria,Slovak Republic->Czech Republic,Slovak Republic->Hungary,Slovak Republic->Poland,Slovak Republic->Ukraine,Slovenia->Croatia,Slovenia->Italy,Spain->France,Spain->Morocco,Spain->Portugal,Switzerland->France,Switzerland->Germany,Switzerland->Italy,Tunisia->Italy,Ukraine->Hungary,"Ukraine->Moldova, Republic",Ukraine->Poland,Ukraine->Romania,Ukraine->Slovak Republic,United Kingdom->Belgium,United Kingdom->Ireland,United Kingdom->Isle Of Man,United Kingdom->Liquefied Natural Gas,United Kingdom->Netherlands,United Kingdom->Norway
2009-08-01,0.0,0.0,1332.0,249.0,0.0,1407.0,128.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,5.0,2086.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,558.0,0.0,613.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,3311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7975.0,0.0,0.0,2549.0,2240.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1078.0,0.0,275.0,0.0,0.0,5368.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,1522.0,265.0,0.0,1925.0,104.0,0.0,2.0,0.0,0.0,708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,5.0,2508.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,497.0,0.0,641.0,0.0,613.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.0,0.0,0.0,0.0,0.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8877.0,0.0,0.0,2953.0,2500.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.0,0.0,331.0,0.0,0.0,6144.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,1329.0,295.0,357.0,2205.0,43.0,180.0,5.0,356.0,3016.0,1299.0,165.0,78.5,372.0,0.0,271.0,9.0,622.0,0.0,2.0,0.0,85.0,0.0,0.0,5.0,3210.0,0.0,66.0,36.0,57.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,118.0,434.0,0.0,602.0,181.0,755.0,0.0,510.0,55.0,598.0,91.0,734.0,0.0,0.0,22.0,0.0,0.0,0.0,179.0,0.0,0.0,571.0,0.0,0.0,22.0,6.0,1.0,1.0,0.0,740.0,515.0,0.0,0.0,974.0,44.0,492.0,0.0,0.0,0.0,240.0,1282.5,2221.0,1403.0,12.0,0.0,96.0,638.0,1609.0,2829.0,0.0,263.0,0.0,989.0,0.0,1333.0,2480.0,0.0,1140.0,1719.0,2185.0,2498.0,0.0,0.0,0.0,3.0,0.0,53.0,1443.5,0.0,1107.0,0.0,0.0,0.0,57.0,429.0,0.0,110.0,504.0,9466.0,89.5,0.0,3176.0,3120.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,189.0,0.0,367.0,951.0,1181.0,1069.0,316.0,228.0,1191.0,6769.0,593.0,384.0,0.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,2200.0,252.0,409.0,2114.0,43.0,182.0,6.0,399.0,3106.0,1616.0,50.0,80.5,275.0,103.0,265.0,14.0,846.0,0.0,2.0,0.0,65.0,0.0,0.0,5.0,2956.0,0.0,62.0,92.0,57.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,118.0,423.0,0.0,503.0,416.0,836.0,0.0,837.0,56.0,417.0,92.0,762.0,0.0,0.0,19.5,0.0,0.0,0.0,218.0,0.0,0.0,467.0,0.0,0.0,30.0,8.0,23.0,0.0,0.0,532.0,289.0,0.0,0.0,1143.0,39.0,618.0,0.0,0.0,0.0,202.0,1538.5,1942.0,1313.0,0.0,0.0,121.0,871.0,2117.0,3745.0,0.0,1004.0,0.0,1178.0,0.0,1465.0,2666.0,0.0,948.0,2332.0,3620.0,2547.0,0.0,0.0,0.0,9.0,0.0,65.0,1937.5,0.0,1386.0,0.0,0.0,0.0,40.0,392.0,0.0,0.0,1042.0,10247.0,109.0,0.0,3213.0,3146.0,0.0,0.0,0.0,91.0,8.0,12.0,0.0,178.0,0.0,438.5,933.0,2065.0,1170.0,342.0,268.0,1530.0,6993.0,135.0,406.0,0.0,0.0,115.0,0.0
2009-12-01,0.0,0.0,2261.0,265.0,427.0,2351.0,43.0,195.0,9.0,493.0,3111.0,1196.0,141.0,98.0,300.0,487.0,255.0,17.0,900.0,0.0,3.0,0.0,70.0,0.0,0.0,5.0,2980.0,0.0,181.0,47.0,133.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,109.0,470.0,429.0,330.0,591.0,854.0,0.0,598.0,55.0,476.0,101.0,850.0,0.0,0.0,22.0,0.0,0.0,0.0,313.0,0.0,0.0,666.0,0.0,0.0,33.0,13.0,74.0,0.0,101.0,770.0,318.0,0.0,0.0,1276.0,44.0,825.0,0.0,0.0,0.0,141.0,2007.5,2494.0,1746.0,0.0,0.0,144.0,948.0,2374.0,4681.0,0.0,1198.0,0.0,1259.0,0.0,1493.0,2915.0,194.0,1171.0,2574.0,4255.0,2547.0,0.0,0.0,0.0,10.0,0.0,75.0,2274.0,0.0,1423.0,0.0,0.0,0.0,15.0,508.0,0.0,0.0,1937.0,10671.0,156.5,0.0,3491.0,3260.0,0.0,0.0,0.0,90.0,15.0,5.0,0.0,247.0,0.0,479.5,998.0,2059.0,1200.0,332.0,272.0,1701.0,7129.0,0.0,457.0,0.0,0.0,109.0,0.0
2010-01-01,0.0,0.0,2961.0,286.0,423.0,2044.0,0.0,197.0,11.0,633.0,2968.0,1276.0,42.0,115.0,324.0,392.0,187.0,18.0,930.0,0.0,3.5,0.0,65.0,0.0,0.0,4.0,2984.0,0.0,181.0,103.0,55.0,0.0,217.0,0.0,0.0,0.0,0.0,0.0,97.0,428.0,425.0,243.0,625.0,761.0,0.0,924.0,66.0,891.0,100.0,896.0,0.0,0.0,66.5,0.0,0.0,0.0,344.0,0.0,0.0,706.0,0.0,0.0,38.0,14.0,109.0,17.0,150.0,915.0,523.0,0.0,0.0,1032.0,133.0,778.0,0.0,0.0,0.0,132.0,2173.5,2511.0,1617.0,0.0,0.0,161.0,1018.0,2504.0,3454.0,6.0,1184.0,0.0,1247.0,0.0,1367.0,2643.0,505.0,1318.0,1888.0,2507.0,2318.0,0.0,0.0,0.0,5.0,0.0,73.0,2637.5,0.0,1403.0,0.0,0.0,0.0,12.0,583.0,0.0,0.0,700.0,9989.0,172.0,0.0,3201.0,3266.0,0.0,0.0,0.0,89.0,7.0,1.0,0.0,251.0,0.0,507.5,965.0,2803.0,976.0,185.0,372.0,1605.0,6631.0,42.0,490.0,0.0,0.0,121.0,0.0
2010-02-01,0.0,0.0,2600.0,234.0,384.0,1830.0,0.0,180.0,9.0,550.0,2882.0,1371.0,0.0,95.5,345.0,131.0,186.0,17.0,713.0,0.0,3.0,0.0,62.0,0.0,0.0,1.0,2780.0,0.0,116.0,100.0,57.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,80.0,444.0,384.0,204.0,631.0,774.0,0.0,891.0,62.0,712.0,91.0,915.0,0.0,0.0,44.5,0.0,0.0,0.0,269.0,0.0,0.0,583.0,0.0,0.0,54.0,15.0,80.0,0.0,95.0,871.0,205.0,0.0,0.0,1031.0,89.0,746.0,0.0,0.0,0.0,107.0,1908.5,2112.0,1397.0,0.0,0.0,150.0,907.0,2223.0,3214.0,3.0,1006.0,0.0,1146.0,0.0,1329.0,2561.0,405.0,1193.0,2734.0,1985.0,2275.0,0.0,0.0,0.0,4.0,0.0,68.0,2323.5,0.0,1126.0,0.0,0.0,0.0,19.0,517.0,0.0,0.0,640.0,8629.0,134.5,0.0,2688.0,2927.0,0.0,0.0,0.0,106.0,8.0,5.0,0.0,241.0,0.0,513.5,1061.0,2482.0,836.0,149.0,339.0,1382.0,5725.0,74.0,440.0,0.0,0.0,115.0,2.0
2010-03-01,0.0,0.0,2820.0,313.0,415.0,1415.0,0.0,186.0,8.0,475.0,2904.0,1490.0,131.0,93.5,357.0,12.0,194.0,16.0,665.0,0.0,3.0,0.0,43.0,0.0,0.0,5.0,2982.0,0.0,95.0,90.0,68.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,91.0,515.0,425.0,399.0,454.0,620.0,0.0,993.0,60.0,679.0,97.0,863.0,0.0,0.0,22.0,0.0,0.0,0.0,226.0,0.0,0.0,688.0,0.0,0.0,34.0,10.0,52.0,0.0,64.0,989.0,243.0,0.0,0.0,1262.0,44.0,868.0,0.0,0.0,0.0,172.0,2119.5,2135.0,1348.0,0.0,0.0,149.0,1028.0,1926.0,2916.0,7.0,1052.0,0.0,1197.0,0.0,1504.0,2908.0,482.0,1166.0,2876.0,1870.0,2254.0,0.0,0.0,0.0,2.0,0.0,51.0,2573.5,0.0,1110.0,0.0,0.0,0.0,31.0,477.0,0.0,0.0,613.0,8469.0,113.0,0.0,2469.0,3287.0,0.0,0.0,0.0,95.0,11.0,4.0,0.0,249.0,0.0,497.0,1085.0,2708.0,661.0,147.0,366.0,1385.0,5761.0,249.0,479.0,0.0,0.0,134.0,2.0
2010-04-01,0.0,0.0,2113.0,316.0,390.0,1146.0,0.0,150.0,5.0,284.0,2887.0,1337.0,162.0,70.5,483.0,0.0,192.0,6.0,918.0,0.0,2.0,0.0,26.0,0.0,0.0,4.0,2998.0,0.0,146.0,115.0,88.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,91.0,425.0,412.0,530.0,158.0,723.0,0.0,683.0,53.0,950.0,86.0,851.0,0.0,0.0,22.0,0.0,0.0,0.0,179.0,0.0,0.0,668.0,0.0,0.0,26.0,6.0,9.0,0.0,0.0,745.0,456.0,0.0,0.0,1085.0,44.0,806.0,0.0,0.0,0.0,259.0,1564.0,2312.0,1786.0,10.0,0.0,83.0,538.0,1096.0,2577.0,7.0,830.0,0.0,1080.0,0.0,1354.0,2394.0,443.0,1088.0,1758.0,1803.0,2332.0,0.0,0.0,0.0,0.0,0.0,42.0,1957.5,0.0,1376.0,0.0,0.0,0.0,40.0,317.0,0.0,254.0,362.0,8256.0,89.5,0.0,2333.0,3155.0,0.0,0.0,0.0,81.0,13.0,0.0,0.0,90.0,0.0,489.5,1120.0,2014.0,614.0,159.0,288.0,1555.0,5622.0,865.0,400.0,0.0,0.0,132.0,1.0
2010-05-01,0.0,0.0,1671.0,220.0,371.0,1247.0,55.0,149.0,4.0,231.0,2715.0,1308.0,339.0,56.0,627.0,0.0,148.0,5.0,517.0,0.0,1.5,0.0,33.0,0.0,0.0,5.0,2685.0,0.0,156.0,130.0,38.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,67.0,458.0,426.0,628.0,13.0,626.0,0.0,755.0,49.0,888.0,86.0,912.0,0.0,0.0,63.5,0.0,0.0,0.0,124.0,0.0,0.0,676.0,0.0,0.0,26.0,4.0,2.0,0.0,0.0,728.0,445.0,0.0,0.0,1303.0,127.0,832.0,0.0,0.0,0.0,238.0,1742.0,2218.0,1673.0,0.0,0.0,79.0,722.0,1067.0,2382.0,14.0,596.0,0.0,1147.0,0.0,1284.0,3157.0,195.0,1043.0,1828.0,3283.0,2175.0,0.0,0.0,0.0,0.0,0.0,37.0,1574.5,0.0,891.0,0.0,0.0,0.0,29.0,293.0,0.0,425.0,312.0,7648.0,62.0,0.0,2211.0,2896.0,0.0,0.0,0.0,90.0,15.0,0.0,0.0,191.0,0.0,518.0,1218.0,1527.0,432.0,172.0,272.0,1226.0,5569.0,1254.0,423.0,0.0,0.0,125.0,1.0
2010-06-01,0.0,0.0,1924.0,146.0,353.0,1163.0,45.0,155.0,3.0,1.0,2071.0,1393.0,457.0,26.5,608.0,0.0,146.0,4.0,1007.0,0.0,0.5,0.0,29.0,0.0,0.0,5.0,2019.0,0.0,387.0,175.0,16.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,104.0,383.0,412.0,567.0,0.0,463.0,0.0,688.0,67.0,838.0,85.0,676.0,0.0,0.0,44.5,0.0,0.0,0.0,86.0,0.0,0.0,647.0,0.0,0.0,18.0,3.0,3.0,0.0,0.0,704.0,489.0,0.0,0.0,857.0,89.0,605.0,0.0,0.0,0.0,276.0,1520.0,2243.0,991.0,0.0,0.0,81.0,652.0,885.0,1945.0,22.0,506.0,0.0,1063.0,0.0,1097.0,2545.0,509.0,883.0,2144.0,3180.0,1612.0,0.0,0.0,0.0,0.0,0.0,32.0,1831.0,0.0,1289.0,0.0,0.0,0.0,16.0,242.0,0.0,522.0,253.0,7112.0,43.0,0.0,2072.0,2555.0,0.0,0.0,0.0,101.0,7.0,0.0,0.0,148.0,0.0,399.5,956.0,1772.0,316.0,182.0,259.0,1585.0,4812.0,1411.0,418.0,0.0,0.0,125.0,1.0
2010-07-01,0.0,0.0,2239.0,81.0,373.0,1270.0,95.0,89.0,2.0,161.0,1991.0,1052.0,517.0,33.0,527.0,0.0,154.0,4.0,884.0,0.0,0.5,0.0,25.0,0.0,0.0,4.0,2051.0,0.0,476.0,76.0,122.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,67.0,237.0,474.0,550.0,0.0,494.0,0.0,568.0,61.0,893.0,87.0,606.0,0.0,0.0,59.0,0.0,0.0,0.0,71.0,0.0,0.0,464.0,0.0,0.0,28.0,2.0,0.0,0.0,0.0,669.0,432.0,0.0,0.0,1259.0,118.0,742.0,0.0,0.0,0.0,299.0,1418.5,2578.0,1021.0,0.0,0.0,75.0,630.0,707.0,2007.0,1.0,535.0,0.0,951.0,0.0,1105.0,2482.0,488.0,868.0,1322.0,2813.0,1612.0,0.0,0.0,0.0,1.0,0.0,69.0,1670.5,0.0,1157.0,0.0,0.0,0.0,19.0,227.0,0.0,423.0,575.0,6545.0,35.5,0.0,2038.0,2604.0,0.0,0.0,0.0,57.0,5.0,2.0,0.0,182.0,0.0,342.5,767.0,2015.0,258.0,228.0,223.0,1188.0,4737.0,1304.0,408.0,0.0,0.0,80.0,1.0
2010-08-01,0.0,0.0,1572.0,66.0,357.0,1478.0,57.0,73.0,3.0,177.0,1941.0,782.0,562.0,27.0,518.0,0.0,200.0,4.0,827.0,0.0,0.5,0.0,57.0,0.0,0.0,5.0,1242.0,0.0,476.0,115.0,65.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,431.0,542.0,0.0,518.0,0.0,288.0,58.0,840.0,86.0,101.0,0.0,0.0,34.0,0.0,0.0,9.0,68.0,0.0,0.0,491.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,712.0,765.0,0.0,0.0,1196.0,68.0,713.0,0.0,0.0,0.0,274.0,1388.0,2282.0,1459.0,0.0,0.0,76.0,475.0,600.0,1949.0,14.0,465.0,0.0,618.0,0.0,857.0,2036.0,353.0,662.0,1158.0,2922.0,1612.0,0.0,0.0,0.0,22.0,0.0,75.0,1405.0,0.0,1184.0,0.0,0.0,0.0,22.0,268.0,0.0,458.0,755.0,5820.0,34.0,0.0,2071.0,1812.0,0.0,0.0,0.0,46.0,5.0,0.0,0.0,148.0,0.0,99.0,0.0,1357.0,332.0,315.0,164.0,1205.0,3977.0,1030.0,401.0,0.0,0.0,99.0,1.0
2010-09-01,0.0,0.0,1996.0,58.0,328.0,2203.0,24.0,87.0,3.0,223.0,2200.0,752.0,300.0,46.0,444.0,0.0,101.0,4.0,303.0,0.0,1.0,0.0,40.0,0.0,0.0,5.0,1773.0,0.0,418.0,162.0,44.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,427.0,513.0,88.0,518.0,0.0,454.0,57.0,978.0,85.0,121.0,0.0,0.0,44.0,0.0,0.0,10.0,100.0,0.0,0.0,562.0,0.0,0.0,30.0,3.0,16.0,0.0,30.0,513.0,501.0,0.0,0.0,813.0,88.0,699.0,0.0,0.0,0.0,294.0,1340.0,2486.0,1545.0,8.0,0.0,74.0,537.0,674.0,1402.0,23.0,475.0,0.0,856.0,0.0,578.0,2219.0,275.0,781.0,671.0,2932.0,1777.0,0.0,0.0,0.0,24.0,0.0,72.0,1400.5,0.0,557.0,0.0,0.0,0.0,14.0,334.0,0.0,126.0,731.0,6769.0,50.0,0.0,2786.0,2276.0,0.0,0.0,0.0,44.0,13.0,0.0,0.0,162.0,0.0,69.0,0.0,1858.0,541.0,401.0,148.0,805.0,5125.0,632.0,411.0,0.0,0.0,18.0,1.0
2010-10-01,0.0,0.0,2317.0,294.0,381.0,2752.0,29.0,161.0,5.0,449.0,2634.0,1551.0,656.0,71.0,416.0,0.0,164.0,9.0,1093.0,0.0,2.0,0.0,23.0,0.0,0.0,5.0,1901.0,0.0,440.0,72.0,50.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,138.0,0.0,291.0,700.0,0.0,602.0,0.0,406.0,65.0,618.0,90.0,214.0,0.0,0.0,70.5,0.0,0.0,10.0,185.0,0.0,0.0,596.0,0.0,0.0,37.0,8.0,10.0,0.0,16.0,856.0,441.0,0.0,0.0,624.0,141.0,626.0,0.0,0.0,0.0,252.0,1705.5,2200.0,1738.0,13.0,0.0,123.0,741.0,1377.0,2266.0,5.0,639.0,0.0,1087.0,0.0,1293.0,2537.0,537.0,1248.0,2221.0,4257.0,2107.0,0.0,0.0,0.0,22.0,0.0,35.0,2259.5,0.0,1467.0,0.0,0.0,0.0,43.0,403.0,0.0,266.0,987.0,8497.0,92.5,0.0,3532.0,2475.0,0.0,0.0,0.0,98.0,15.0,1.0,0.0,191.0,0.0,154.0,0.0,2123.0,485.0,431.0,232.0,1668.0,5872.0,1513.0,394.0,0.0,0.0,96.0,1.0
2010-11-01,0.0,0.0,2357.0,249.0,422.0,2821.0,29.0,165.0,7.0,469.0,2646.0,1341.0,236.0,77.5,321.0,85.0,198.0,11.0,901.0,0.0,2.5,0.0,23.0,0.0,0.0,5.0,1926.0,0.0,478.0,0.0,84.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,136.0,0.0,200.0,632.0,236.0,919.0,0.0,253.0,64.0,884.0,96.0,253.0,0.0,0.0,37.0,0.0,0.0,10.0,197.0,0.0,0.0,822.0,0.0,0.0,37.0,11.0,18.0,0.0,4.0,855.0,475.0,0.0,0.0,1495.0,74.0,853.0,0.0,0.0,0.0,241.0,1946.0,2340.0,1884.0,10.0,0.0,135.0,810.0,1803.0,3375.0,3.0,1029.0,0.0,1193.0,0.0,1242.0,2914.0,494.0,1303.0,2498.0,3861.0,2046.0,0.0,0.0,0.0,24.0,0.0,46.0,2289.5,0.0,1336.0,0.0,0.0,0.0,51.0,477.0,0.0,0.0,1048.0,8569.0,98.5,0.0,3767.0,2249.0,0.0,0.0,0.0,94.0,15.0,7.0,0.0,212.0,0.0,181.0,0.0,2194.0,623.0,372.0,332.0,1404.0,5906.0,340.0,468.0,0.0,0.0,110.0,1.0
2010-12-01,0.0,0.0,2981.0,265.0,434.0,3088.0,29.0,190.0,9.0,636.0,2916.0,1160.0,50.0,99.0,282.0,632.0,232.0,21.0,1190.0,0.0,3.5,0.0,23.0,0.0,0.0,5.0,2394.0,0.0,342.0,0.0,67.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,140.0,97.0,214.0,369.0,512.0,605.0,0.0,816.0,80.0,917.0,100.0,445.0,0.0,0.0,45.0,0.0,0.0,10.0,301.0,0.0,0.0,863.0,0.0,0.0,37.0,16.0,57.0,0.0,105.0,852.0,782.0,0.0,0.0,1495.0,90.0,822.0,0.0,0.0,0.0,188.0,2170.5,2303.0,2189.0,3.0,0.0,179.0,988.0,2342.0,3329.0,15.0,1189.0,0.0,1269.0,0.0,1332.0,2935.0,313.0,1465.0,3167.0,4552.0,2231.0,0.0,0.0,0.0,48.0,0.0,44.0,2652.5,0.0,1758.0,0.0,0.0,0.0,49.0,569.0,0.0,0.0,1144.0,10600.0,150.5,0.0,4190.0,2721.0,0.0,0.0,0.0,90.0,19.0,3.0,0.0,245.0,0.0,290.5,182.0,2771.0,905.0,319.0,378.0,1969.0,6849.0,0.0,530.0,0.0,0.0,137.0,1.0
2011-01-01,0.0,0.0,2788.0,245.0,439.0,2769.0,0.0,161.0,9.0,603.0,3042.0,1609.0,0.0,93.0,492.0,309.0,265.0,21.0,1205.0,0.0,3.0,0.0,21.0,0.0,0.0,5.0,2883.0,0.0,185.0,0.0,53.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,103.3,427.0,288.0,525.0,412.0,649.0,0.0,717.0,76.0,1164.0,101.0,753.0,0.0,0.0,53.5,0.0,0.0,12.0,324.0,0.0,0.0,745.0,0.0,0.0,34.0,15.0,48.0,0.0,50.0,805.0,617.0,0.0,0.0,1459.0,107.0,798.0,0.0,0.0,0.0,191.0,2207.5,2471.0,2533.0,8.0,0.0,195.0,1042.0,2383.0,4515.0,6.0,1111.0,0.0,1261.0,0.0,1515.0,3210.0,285.0,1311.0,2333.0,6018.0,2427.0,0.0,0.0,0.0,0.1,0.0,57.0,2503.5,0.0,1759.0,0.0,0.0,0.0,46.0,533.0,0.0,0.0,1326.0,10276.0,162.0,0.0,3779.0,3406.0,0.0,0.0,0.0,66.0,12.0,10.0,0.0,233.2,0.0,447.0,857.0,2601.0,399.0,202.0,385.0,2091.0,6895.0,7.0,485.0,0.0,0.0,144.0,2.0
2011-02-01,0.0,0.0,2469.0,220.0,382.0,2451.0,0.0,166.0,7.0,598.0,2454.0,1477.0,73.0,83.0,426.0,17.0,248.0,22.0,1109.0,0.0,3.0,0.0,24.0,0.0,0.0,5.0,2514.0,0.0,208.0,0.0,51.0,0.0,183.0,0.0,0.0,0.0,0.0,0.0,136.0,325.0,403.0,520.0,289.0,617.0,0.0,592.0,69.0,1050.0,91.0,710.0,0.0,0.0,44.5,0.0,0.0,21.0,285.0,0.0,0.0,594.0,0.0,0.0,31.0,12.0,75.0,0.0,185.0,538.0,558.0,0.0,0.0,1206.0,89.0,778.0,0.0,0.0,0.0,240.0,1771.5,2085.0,2081.0,4.0,0.0,192.0,933.0,1855.0,4259.0,3.0,631.0,0.0,1108.0,24.0,1407.0,2981.0,495.0,983.0,1979.0,6161.0,1876.0,0.0,0.0,0.0,0.0,0.0,62.0,2179.5,0.0,1613.0,0.0,0.0,0.0,33.0,540.0,0.0,0.0,1198.0,9491.0,142.5,0.0,3247.0,3007.0,0.0,0.0,0.0,70.0,21.0,0.0,0.0,205.0,0.0,417.0,747.0,2280.0,502.0,170.0,350.0,2124.0,6023.0,96.0,368.0,0.0,0.0,136.0,2.0
2011-03-01,0.0,37.0,3102.0,213.0,441.0,2101.0,0.0,160.0,6.0,571.0,3134.0,1702.0,274.0,79.0,345.0,40.0,238.0,19.0,1162.0,0.0,3.0,0.0,19.0,0.0,0.0,5.0,3211.0,0.0,157.0,0.0,38.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,109.0,365.0,506.0,602.0,455.0,1063.0,0.0,814.0,72.0,1390.0,97.0,669.0,0.0,0.0,82.5,0.0,0.0,30.0,231.0,0.0,0.0,613.0,0.0,0.0,32.0,12.0,61.0,0.0,127.0,0.0,363.0,0.0,0.0,1203.0,165.0,827.0,0.0,0.0,0.0,299.0,2148.5,2058.0,2554.0,17.0,0.0,196.0,232.0,2017.0,4775.0,2.0,241.0,0.0,1217.0,28.0,1602.0,3201.0,554.0,970.0,2100.0,5432.0,2379.0,0.0,0.0,0.0,0.0,0.0,65.0,2665.5,0.0,1642.0,0.0,0.0,0.0,23.0,480.0,0.0,0.0,1170.0,10030.0,115.5,0.0,3194.0,3221.0,0.0,0.0,0.0,69.0,22.0,10.0,0.0,214.0,0.0,402.5,787.0,2950.0,568.0,170.0,382.0,2066.0,6603.0,110.0,418.0,0.0,0.0,143.0,2.0
